year;countryName;deaths;intervaldeath;injuries;intervalinjuries;damagemillionsdollars;intervaldamagemillionsdollars;depth;intervaldepth;magnitude;intervalmagnitude;temperature;intervaltemperature;sealevelrise;intervalsealevelrise;co2emissions;intervalco2;povertylevel;intervalpovertylevel;populationdensity;intervalpopulationdensity;intensity;sismicscore
1994;Argentina;;Not specified;;Not specified;;Not specified;563.6;Not specified;6.39;6-7;;Not specified;-30.95;<0;111910;0-500000;1.4;0-2;12.6023;0-100;;6.12905021006055
1994;Tanzania;;Not specified;;Not specified;;Not specified;25.2;Not specified;5.95;5-6;;Not specified;-30.95;<0;1910;0-500000;;Not specified;33.4142;0-100;;4.26267987704132
1994;China;;Not specified;;Not specified;;Not specified;33;Not specified;5.38;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;Iran;;Not specified;;Not specified;;Not specified;77.4;Not specified;5.1;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;36.6877;0-100;;6.56807791141198
1994;China;;Not specified;;Not specified;;Not specified;33;Not specified;5.38;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;Japan;;Not specified;;Not specified;;Not specified;32.2;Not specified;5.1;5-6;;Not specified;-30.95;<0;1160780;1000000-2000000;;Not specified;343.33;300-500;;6.56103066589657
1994;China;;Not specified;;Not specified;;Not specified;10.5;Not specified;5.38;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;Papua New Guinea;;Not specified;;Not specified;;Not specified;10;Not specified;5.1;5-6;;Not specified;-30.95;<0;2060;0-500000;;Not specified;9.83018;0-100;;7.22766249872865
1995;Chile;;Not specified;;Not specified;;Not specified;33;Not specified;5.87;5-6;;Not specified;-28.65;<0;38970;0-500000;;Not specified;19.3896;0-100;;6.85646198459459
1994;Peru;;Not specified;;Not specified;;Not specified;10;Not specified;5.55;5-6;;Not specified;-30.95;<0;22540;0-500000;;Not specified;18.7369;0-100;;6.35957386867238
1994;Afghanistan;;Not specified;;Not specified;;Not specified;226.4;Not specified;5.55;5-6;;Not specified;-30.95;<0;1290;0-500000;;Not specified;23.6965;0-100;;5.9427993751267
1994;Tajikistan;;Not specified;;Not specified;;Not specified;33;Not specified;5.3;5-6;;Not specified;-30.95;<0;3040;0-500000;;Not specified;41.4689;0-100;;4.97673374242057
1994;Papua New Guinea;;Not specified;;Not specified;;Not specified;125.4;Not specified;5.55;5-6;;Not specified;-30.95;<0;2060;0-500000;;Not specified;9.83018;0-100;;7.22766249872865
1994;Philippines;;Not specified;;Not specified;;Not specified;33;Not specified;5.1;5-6;;Not specified;-30.95;<0;51510;0-500000;;Not specified;226.885;200-300;;6.23832462503951
1994;United States of America;;Not specified;;Not specified;;Not specified;8.347;Not specified;5.11;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;;Not specified;;6.52209279817015
1994;Philippines;;Not specified;;Not specified;;Not specified;33;Not specified;5.46;5-6;;Not specified;-30.95;<0;51510;0-500000;;Not specified;226.885;200-300;;6.23832462503951
1994;Japan;;Not specified;;Not specified;;Not specified;14.5;Not specified;5.46;5-6;;Not specified;-30.95;<0;1160780;1000000-2000000;;Not specified;343.33;300-500;;6.56103066589657
1994;China;;Not specified;;Not specified;;Not specified;19.7;Not specified;5.6;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;Japan;;Not specified;;Not specified;;Not specified;31.1;Not specified;5.55;5-6;;Not specified;-30.95;<0;1160780;1000000-2000000;;Not specified;343.33;300-500;;6.56103066589657
1994;Malaysia;;Not specified;;Not specified;;Not specified;28.9;Not specified;5.3;5-6;;Not specified;-30.95;<0;79740;0-500000;;Not specified;59.6217;0-100;;2.39789527279837
1994;United States of America;;Not specified;;Not specified;;Not specified;12.442;Not specified;5.24;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;;Not specified;;6.52209279817015
1994;Russia;;Not specified;;Not specified;;Not specified;96.4;Not specified;5.46;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;;Not specified;;6.12249280951439
1994;Mexico;;Not specified;;Not specified;;Not specified;164.2;Not specified;6.66;6-7;;Not specified;-30.95;<0;326500;0-500000;2.3;2-5;45.4304;0-100;;6.02344759296103
1994;Zambia;;Not specified;;Not specified;;Not specified;29.7;Not specified;5.1;5-6;;Not specified;-30.95;<0;2140;0-500000;;Not specified;11.3994;0-100;;2.19722457733622
1994;Indonesia;;Not specified;;Not specified;;Not specified;33;Not specified;5.1;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Papua New Guinea;;Not specified;;Not specified;;Not specified;101.4;Not specified;5.55;5-6;;Not specified;-30.95;<0;2060;0-500000;;Not specified;9.83018;0-100;;7.22766249872865
1994;Peru;;Not specified;;Not specified;;Not specified;207.4;Not specified;5.71;5-6;;Not specified;-30.95;<0;22540;0-500000;;Not specified;18.7369;0-100;;6.35957386867238
1994;Chile;;Not specified;;Not specified;;Not specified;49.4;Not specified;5.55;5-6;;Not specified;-30.95;<0;35640;0-500000;2.4;2-5;19.1124;0-100;;6.85646198459459
1994;Chile;;Not specified;;Not specified;;Not specified;35.5;Not specified;5.71;5-6;;Not specified;-30.95;<0;35640;0-500000;2.4;2-5;19.1124;0-100;;6.85646198459459
1994;Indonesia;;Not specified;;Not specified;;Not specified;25.6;Not specified;5.55;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Iran;;Not specified;;Not specified;;Not specified;22.1;Not specified;5.2;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;36.6877;0-100;;6.56807791141198
1994;Bolivia;;Not specified;;Not specified;;Not specified;37.9;Not specified;5.3;5-6;;Not specified;-30.95;<0;9520;0-500000;;Not specified;7.10212;0-100;;4.85981240436167
1994;Iran;;Not specified;;Not specified;;Not specified;22.6;Not specified;5.38;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;36.6877;0-100;;6.56807791141198
1994;Indonesia;;Not specified;;Not specified;;Not specified;118.6;Not specified;5.1;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Chile;;Not specified;;Not specified;;Not specified;156.9;Not specified;5.2;5-6;;Not specified;-30.95;<0;35640;0-500000;2.4;2-5;19.1124;0-100;;6.85646198459459
1994;Venezuela;;Not specified;;Not specified;;Not specified;38.8;Not specified;5.55;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;24.0033;0-100;;4.24849524204936
1994;Venezuela;;Not specified;;Not specified;;Not specified;11.6;Not specified;6.03;6-7;;Not specified;-30.95;<0;;Not specified;;Not specified;24.0033;0-100;;4.24849524204936
1994;Myanmar;;Not specified;;Not specified;;Not specified;35.6;Not specified;6.39;6-7;;Not specified;-30.95;<0;5650;0-500000;;Not specified;64.7812;0-100;;5.51745289646471
1994;Japan;;Not specified;;Not specified;;Not specified;48.9;Not specified;5.1;5-6;;Not specified;-30.95;<0;1160780;1000000-2000000;;Not specified;343.33;300-500;;6.56103066589657
1994;Morocco;;Not specified;;Not specified;;Not specified;9.7;Not specified;6.03;6-7;;Not specified;-30.95;<0;27710;0-500000;;Not specified;58.7084;0-100;;2.70805020110221
1994;Indonesia;;Not specified;;Not specified;;Not specified;27.8;Not specified;5.71;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Uzbekistan;;Not specified;;Not specified;;Not specified;33;Not specified;5.2;5-6;;Not specified;-30.95;<0;108880;0-500000;;Not specified;52.6023;0-100;;3.46573590279973
1994;Indonesia;;Not specified;;Not specified;;Not specified;33;Not specified;6.39;6-7;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Peru;;Not specified;;Not specified;;Not specified;134;Not specified;5.2;5-6;;Not specified;-30.95;<0;22540;0-500000;;Not specified;18.7369;0-100;;6.35957386867238
1994;Papua New Guinea;;Not specified;;Not specified;;Not specified;34.7;Not specified;5.2;5-6;;Not specified;-30.95;<0;2060;0-500000;;Not specified;9.83018;0-100;;7.22766249872865
1994;Guatemala;;Not specified;;Not specified;;Not specified;90.8;Not specified;5.63;5-6;;Not specified;-30.95;<0;5430;0-500000;;Not specified;93.6685;0-100;;4.66343909411207
1994;Chile;;Not specified;;Not specified;;Not specified;56;Not specified;5.1;5-6;;Not specified;-30.95;<0;35640;0-500000;2.4;2-5;19.1124;0-100;;6.85646198459459
1994;Indonesia;;Not specified;;Not specified;;Not specified;33;Not specified;5.3;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Tajikistan;;Not specified;;Not specified;;Not specified;33;Not specified;5.38;5-6;;Not specified;-30.95;<0;3040;0-500000;;Not specified;41.4689;0-100;;4.97673374242057
1994;Guatemala;;Not specified;;Not specified;;Not specified;157.6;Not specified;5.38;5-6;;Not specified;-30.95;<0;5430;0-500000;;Not specified;93.6685;0-100;;4.66343909411207
1994;Afghanistan;;Not specified;;Not specified;;Not specified;226.6;Not specified;6.25;6-7;;Not specified;-30.95;<0;1290;0-500000;;Not specified;23.6965;0-100;;5.9427993751267
1994;China;;Not specified;;Not specified;;Not specified;33;Not specified;5.29;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;China;;Not specified;;Not specified;;Not specified;9.5;Not specified;5.95;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;Bolivia;;Not specified;;Not specified;;Not specified;108.9;Not specified;5.46;5-6;;Not specified;-30.95;<0;9520;0-500000;;Not specified;7.10212;0-100;;4.85981240436167
1994;Indonesia;;Not specified;;Not specified;;Not specified;90.5;Not specified;5.55;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Tajikistan;;Not specified;;Not specified;;Not specified;33;Not specified;5.4;5-6;;Not specified;-30.95;<0;3040;0-500000;;Not specified;41.4689;0-100;;4.97673374242057
1994;Afghanistan;;Not specified;;Not specified;;Not specified;87.1;Not specified;5.4;5-6;;Not specified;-30.95;<0;1290;0-500000;;Not specified;23.6965;0-100;;5.9427993751267
1994;Papua New Guinea;;Not specified;;Not specified;;Not specified;144.8;Not specified;5.1;5-6;;Not specified;-30.95;<0;2060;0-500000;;Not specified;9.83018;0-100;;7.22766249872865
1994;Bolivia;;Not specified;;Not specified;;Not specified;650;Not specified;6.1;6-7;;Not specified;-30.95;<0;9520;0-500000;;Not specified;7.10212;0-100;;4.85981240436167
1994;Venezuela;;Not specified;;Not specified;;Not specified;33;Not specified;5.2;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;24.0033;0-100;;4.24849524204936
1994;Indonesia;;Not specified;;Not specified;;Not specified;22.3;Not specified;5.3;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Tajikistan;;Not specified;;Not specified;;Not specified;119.9;Not specified;5.46;5-6;;Not specified;-30.95;<0;3040;0-500000;;Not specified;41.4689;0-100;;4.97673374242057
1994;Indonesia;;Not specified;;Not specified;;Not specified;82.6;Not specified;5.4;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;China;;Not specified;;Not specified;;Not specified;15.9;Not specified;5.55;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;Solomon Is.;;Not specified;;Not specified;;Not specified;33;Not specified;5.63;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;;Not specified;;4.20469261939097
1994;Indonesia;;Not specified;;Not specified;;Not specified;34;Not specified;5.71;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Turkmenistan;;Not specified;;Not specified;;Not specified;44.3;Not specified;5.38;5-6;;Not specified;-30.95;<0;33550;0-500000;;Not specified;8.79501;0-100;;3.63758615972639
1994;Turkmenistan;;Not specified;;Not specified;;Not specified;40.8;Not specified;5.71;5-6;;Not specified;-30.95;<0;33550;0-500000;;Not specified;8.79501;0-100;;3.63758615972639
1994;Mexico;;Not specified;;Not specified;;Not specified;68;Not specified;5.71;5-6;;Not specified;-30.95;<0;326500;0-500000;2.3;2-5;45.4304;0-100;;6.02344759296103
1994;China;;Not specified;;Not specified;;Not specified;33;Not specified;5.2;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;China;;Not specified;;Not specified;;Not specified;33;Not specified;5.5;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;Peru;;Not specified;;Not specified;;Not specified;109.6;Not specified;5.1;5-6;;Not specified;-30.95;<0;22540;0-500000;;Not specified;18.7369;0-100;;6.35957386867238
1994;China;;Not specified;;Not specified;;Not specified;33;Not specified;5.46;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;Papua New Guinea;;Not specified;;Not specified;;Not specified;33;Not specified;5.3;5-6;;Not specified;-30.95;<0;2060;0-500000;;Not specified;9.83018;0-100;;7.22766249872865
1994;Indonesia;;Not specified;;Not specified;;Not specified;73.7;Not specified;5.2;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Argentina;;Not specified;;Not specified;;Not specified;10;Not specified;5.1;5-6;;Not specified;-30.95;<0;111910;0-500000;1.4;0-2;12.6023;0-100;;6.12905021006055
1994;China;;Not specified;;Not specified;;Not specified;33;Not specified;5.46;5-6;;Not specified;-30.95;<0;2767670;2000000-3000000;;Not specified;126.95;100-200;;7.37337430991005
1994;New Zealand;;Not specified;;Not specified;;Not specified;33;Not specified;5.46;5-6;;Not specified;-30.95;<0;24230;0-500000;;Not specified;13.7481;0-100;;5.65948221575962
1994;Japan;;Not specified;;Not specified;;Not specified;127.5;Not specified;5.1;5-6;;Not specified;-30.95;<0;1160780;1000000-2000000;;Not specified;343.33;300-500;;6.56103066589657
1994;North Macedonia;;Not specified;;Not specified;;Not specified;10;Not specified;5.2;5-6;;Not specified;-30.95;<0;8550;0-500000;;Not specified;77.9575;0-100;;2.39789527279837
1994;North Macedonia;;Not specified;;Not specified;;Not specified;14;Not specified;5.8;5-6;;Not specified;-30.95;<0;8550;0-500000;;Not specified;77.9575;0-100;;2.39789527279837
1995;Turkey;;Not specified;;Not specified;;Not specified;31.1;Not specified;5.38;5-6;25.7222;20-30;-28.65;<0;;Not specified;;Not specified;;Not specified;;6.02344759296103
1995;Tajikistan;;Not specified;;Not specified;;Not specified;109.4;Not specified;5.46;5-6;4.5;0-10;-28.65;<0;2510;0-500000;;Not specified;42.2705;0-100;;4.97673374242057
1995;Indonesia;;Not specified;;Not specified;;Not specified;39;Not specified;5.55;5-6;27.7778;20-30;-28.65;<0;223680;0-500000;;Not specified;109.375;100-200;;7.31455283232408
1995;Guatemala;;Not specified;;Not specified;;Not specified;55.7;Not specified;5.63;5-6;18;10-20;-28.65;<0;6350;0-500000;;Not specified;95.9946;0-100;;4.66343909411207
1995;Afghanistan;;Not specified;;Not specified;;Not specified;106.1;Not specified;5.38;5-6;;Not specified;-28.65;<0;1240;0-500000;;Not specified;25.1735;0-100;;5.9427993751267
1995;Iran;;Not specified;;Not specified;;Not specified;33;Not specified;5.2;5-6;;Not specified;-28.65;<0;;Not specified;0.9;0-2;36.8291;0-100;;6.56807791141198
1995;Myanmar;;Not specified;;Not specified;;Not specified;33;Not specified;5.1;5-6;;Not specified;-28.65;<0;6940;0-500000;;Not specified;65.6122;0-100;;5.51745289646471
1995;Colombia;;Not specified;;Not specified;;Not specified;21.3;Not specified;5.79;5-6;12.8333;10-20;-28.65;<0;59310;0-500000;;Not specified;32.4201;0-100;;5.15905529921453
1995;Peru;;Not specified;;Not specified;;Not specified;174.3;Not specified;5.55;5-6;15.7222;10-20;-28.65;<0;25650;0-500000;;Not specified;19.1008;0-100;;6.35957386867238
1995;Mexico;;Not specified;;Not specified;;Not specified;33;Not specified;5.71;5-6;14.5556;10-20;-28.65;<0;306840;0-500000;;Not specified;46.2818;0-100;;6.02344759296103
1995;Ecuador;;Not specified;;Not specified;;Not specified;33;Not specified;5.29;5-6;;Not specified;-28.65;<0;20920;0-500000;;Not specified;41.7631;0-100;;5.11198778835654
1995;Papua New Guinea;;Not specified;;Not specified;;Not specified;38.7;Not specified;5.87;5-6;;Not specified;-28.65;<0;2130;0-500000;;Not specified;10.194;0-100;;7.22766249872865
1995;China;;Not specified;;Not specified;;Not specified;10;Not specified;6.18;6-7;5.33333;0-10;-28.65;<0;3088620;3000000-4000000;;Not specified;128.337;100-200;;7.37337430991005
1995;Ecuador;;Not specified;;Not specified;;Not specified;33;Not specified;5.55;5-6;;Not specified;-28.65;<0;20920;0-500000;;Not specified;41.7631;0-100;;5.11198778835654
1995;Colombia;;Not specified;;Not specified;;Not specified;33;Not specified;5.1;5-6;12.8333;10-20;-28.65;<0;59310;0-500000;;Not specified;32.4201;0-100;;5.15905529921453
1995;Afghanistan;;Not specified;;Not specified;;Not specified;81;Not specified;5.11;5-6;;Not specified;-28.65;<0;1240;0-500000;;Not specified;25.1735;0-100;;5.9427993751267
1995;Ecuador;;Not specified;;Not specified;;Not specified;25.5;Not specified;5.29;5-6;;Not specified;-28.65;<0;20920;0-500000;;Not specified;41.7631;0-100;;5.11198778835654
1994;Indonesia;;Not specified;;Not specified;;Not specified;74.7;Not specified;5.71;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Chile;;Not specified;;Not specified;;Not specified;103.6;Not specified;5.29;5-6;;Not specified;-30.95;<0;35640;0-500000;2.4;2-5;19.1124;0-100;;6.85646198459459
1994;Afghanistan;;Not specified;;Not specified;;Not specified;165.8;Not specified;5.2;5-6;;Not specified;-30.95;<0;1290;0-500000;;Not specified;23.6965;0-100;;5.9427993751267
1994;Peru;;Not specified;;Not specified;;Not specified;148.2;Not specified;6.25;6-7;;Not specified;-30.95;<0;22540;0-500000;;Not specified;18.7369;0-100;;6.35957386867238
1994;Mexico;;Not specified;;Not specified;;Not specified;48.1;Not specified;6.39;6-7;;Not specified;-30.95;<0;326500;0-500000;2.3;2-5;45.4304;0-100;;6.02344759296103
1994;Colombia;;Not specified;;Not specified;;Not specified;158.3;Not specified;5.38;5-6;;Not specified;-30.95;<0;56780;0-500000;;Not specified;31.812;0-100;;5.15905529921453
1994;Pakistan;;Not specified;;Not specified;;Not specified;56.7;Not specified;5.38;5-6;;Not specified;-30.95;<0;76250;0-500000;;Not specified;167.659;100-200;;5.57972982598622
1994;Afghanistan;;Not specified;;Not specified;;Not specified;199.8;Not specified;5.1;5-6;;Not specified;-30.95;<0;1290;0-500000;;Not specified;23.6965;0-100;;5.9427993751267
1994;Indonesia;;Not specified;;Not specified;;Not specified;28;Not specified;5.46;5-6;;Not specified;-30.95;<0;199180;0-500000;;Not specified;107.602;100-200;;7.31455283232408
1994;Argentina;;Not specified;;Not specified;;Not specified;235;Not specified;6.03;6-7;;Not specified;-30.95;<0;111910;0-500000;1.4;0-2;12.6023;0-100;;6.12905021006055
1994;Iran;;Not specified;;Not specified;;Not specified;9.6;Not specified;6.25;6-7;;Not specified;-30.95;<0;;Not specified;;Not specified;36.6877;0-100;;6.56807791141198
1994;Iran;;Not specified;;Not specified;;Not specified;10;Not specified;5.4;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;36.6877;0-100;;6.56807791141198
1994;Mexico;;Not specified;;Not specified;;Not specified;73.3;Not specified;5.87;5-6;;Not specified;-30.95;<0;326500;0-500000;2.3;2-5;45.4304;0-100;;6.02344759296103
1994;Iran;;Not specified;;Not specified;;Not specified;10;Not specified;5.63;5-6;;Not specified;-30.95;<0;;Not specified;;Not specified;36.6877;0-100;;6.56807791141198
